la_name,slope,ci_lo,ci_hi,std_err,intercept,r_squared,p_value,n_years,mean_ksi,trend_shape,ci_includes_zero
Waltham Forest,1.0,-2.579608057084127,4.579608057084127,1.5823869870154548,-1946.909090909091,0.042488938829974024,0.5431325114299277,11,72.0909090909091,Non-linear,True
South Cambridgeshire,0.990909090909091,-1.0396011041506361,3.0214192859688183,0.8975990830353672,-1921.4636363636364,0.11926320016061036,0.29825265169513904,11,79.18181818181819,Non-linear,True
Dudley,0.9545454545454545,-1.8051861642687594,3.7142770733596686,1.219955741418222,-1842.4090909090908,0.06369150779896016,0.4540479470928932,11,84.81818181818181,Non-linear,True
Spelthorne,0.9454545454545455,-0.9666419119357397,2.857551002844831,0.845253587499574,-1860.6909090909091,0.12204919882644999,0.2922992242325162,11,48.18181818181818,Non-linear,True
South Norfolk,0.9272727272727274,-1.3306844324466436,3.185229886992098,0.9981433636867966,-1810.0727272727274,0.08750210260723297,0.3771337269300905,11,62.09090909090909,Non-linear,True
South Kesteven,0.9090909090909088,-0.9886485258358465,2.8068303440176643,0.8389069805090076,-1772.2727272727268,0.1154201292705447,0.3066907603194774,11,63.18181818181818,Non-linear,True
Bromsgrove,0.890909090909091,-0.7505215264807886,2.5323397082989705,0.7256041464948145,-1764.109090909091,0.14347176576038245,0.25065838084072106,11,34.63636363636363,Non-linear,True
Darlington,0.890909090909091,-0.6571120609228819,2.4389302427410637,0.6843119378491276,-1761.6545454545458,0.15848184818481853,0.22528177190357923,11,37.09090909090909,Non-linear,True
Mid Suffolk,0.8818181818181818,-0.6468823982333192,2.4105187618696826,0.6757711644237765,-1742.209090909091,0.15909705782888062,0.22430054078896164,11,38.18181818181818,Non-linear,True
Malvern Hills,0.8818181818181818,-0.38610142799087366,2.1497377916272375,0.5604913887633508,-1749.7545454545455,0.21570380559376434,0.1501015321698401,11,30.636363636363637,Non-linear,True
North Kesteven,0.8727272727272725,-1.6176748474117053,3.3631293928662505,1.1008970380275918,-1704.854545454545,0.06526912181303113,0.4483203075604799,11,57.18181818181818,Non-linear,True
Hertsmere,0.8454545454545455,-0.8194974390129555,2.5104065299220464,0.736001906413469,-1664.8818181818183,0.1278681253696038,0.2802874325542569,11,42.09090909090909,Non-linear,True
Stockport,0.8090909090909092,-1.5005428169509307,3.118724635132749,1.0209872965359494,-1576.5545454545456,0.06522562582345191,0.44847683777762504,11,57.0,Non-linear,True
Powys,0.781818181818182,-3.172786744266358,4.736423107902722,1.7481565786062045,-1467.9454545454548,0.02174015285126397,0.6652821882396389,11,110.54545454545455,Non-linear,True
East Lindsey,0.7727272727272728,-3.1814676794916714,4.726922224946217,1.7479753472256763,-1465.7727272727275,0.02125250029415225,0.6688705546630467,11,94.36363636363636,Non-linear,True
Harrow,0.7636363636363637,-1.2269656271230702,2.7542383543957976,0.8799574244646859,-1488.2363636363636,0.07721602101116218,0.40804107203058637,11,53.54545454545455,Non-linear,True
County Durham,0.7454545454545455,-3.2791846842885364,4.770093775197627,1.7791156582000296,-1332.527272727273,0.019133800011382398,0.6850370495160112,11,172.54545454545453,Non-linear,True
Newark and Sherwood,0.7272727272727273,-0.8642147176367756,2.3187601721822304,0.7035264706814485,-1406.6363636363637,0.10613598673300169,0.328229022803106,11,61.72727272727273,Non-linear,True
Mansfield,0.6909090909090909,-0.6639595467975055,2.045777728615687,0.59892772259784,-1362.1272727272728,0.12881355932203392,0.27838786092939044,11,32.81818181818182,Non-linear,True
Bolton,0.6818181818181819,-2.0164406205633814,3.3800769841997456,1.1927813180660036,-1298.7727272727275,0.03503363228699551,0.5815718501504039,11,77.81818181818181,Non-linear,True
Wychavon,0.6727272727272727,-0.7211196489013504,2.066574194355896,0.6161583043461253,-1305.0545454545454,0.11695856471593334,0.303280796228791,11,53.18181818181818,Non-linear,True
Huntingdonshire,0.6454545454545455,-1.426747198210649,2.71765628911974,0.9160290795405024,-1231.809090909091,0.052281684297863514,0.498871766830042,11,71.36363636363636,Non-linear,True
High Peak,0.6363636363636365,-1.5542421844834629,2.826969457210736,0.9683703046004437,-1242.909090909091,0.045785834423472255,0.5275308060354995,11,41.90909090909091,Non-linear,True
Elmbridge,0.6272727272727272,-1.501528850781612,2.7560743053270667,0.9410493722586858,-1200.4636363636362,0.047045454545454536,0.5217675368685462,11,66.0,Non-linear,True
Tendring,0.6272727272727272,-2.349567312377123,3.6041127669225776,1.3159298074118142,-1201.281818181818,0.0246250129305886,0.6449530987428315,11,65.18181818181819,Non-linear,True
Hastings,0.5818181818181818,-1.0424603703963689,2.2060967340327324,0.7180219742846006,-1128.509090909091,0.06799468791500664,0.4386636992585483,11,46.18181818181818,Non-linear,True
Uttlesford,0.5545454545454546,-1.3102094569457186,2.419300366036628,0.8243259761574061,-1071.990909090909,0.04787699433865159,0.51801953154231,11,47.63636363636363,Non-linear,True
Stafford,0.5181818181818182,-1.9813267993132144,3.0176904356768506,1.1049226192319344,-1014.4818181818182,0.023854625550660796,0.6502394101286824,11,31.727272727272727,Non-linear,True
Ipswich,0.509090909090909,-1.7803631931713586,2.798545011353177,1.0120667740758247,-987.490909090909,0.027345657481688167,0.6270285749508842,11,40.36363636363637,Non-linear,True
Maidstone,0.4909090909090911,-3.2640162603520855,4.245834442170268,1.6598870374345234,-918.4181818181821,0.009625033007657786,0.7741322254903436,11,72.72727272727273,Non-linear,True
Gateshead,0.4818181818181819,-1.501535191857604,2.465171555493968,0.8767531302614916,-916.4272727272729,0.03246648173832642,0.5960000385772529,11,56.36363636363637,Non-linear,True
Middlesbrough,0.4818181818181818,-1.3694311658954659,2.3330675295318297,0.8183557615324921,-934.1545454545454,0.03708740427779245,0.5704991145595641,11,38.63636363636363,Non-linear,True
Burnley,0.4727272727272728,-1.7319483140315586,2.677402859486104,0.9745899281273875,-904.3454545454546,0.02547578669681553,0.6392270631317811,11,50.09090909090909,Non-linear,True
Runnymede,0.4636363636363637,-3.0446281959443113,3.971900923217039,1.5508491705122727,-881.5363636363637,0.009832904884318767,0.7717613970468382,11,54.54545454545455,Non-linear,True
West Lancashire,0.46363636363636357,-2.145048428622904,3.0723211558956307,1.1531845952594932,-878.3545454545452,0.017643467643467647,0.6970289037556694,11,57.72727272727273,Non-linear,True
South Derbyshire,0.4545454545454546,-1.092929197559111,2.0020201066500203,0.6840703544010891,-879.7272727272729,0.04676393565282455,0.5230465329385691,11,38.0,Non-linear,True
Peterborough,0.4545454545454546,-1.7082111776397713,2.6173020867306804,0.9560594054643567,-840.909090909091,0.02450019600156803,0.6458029181342303,11,76.81818181818181,Non-linear,True
